mass,wheel_mass,wheel_radius,MaxRPM,MinRPM,MaxBrakeTorque,MaxMotorTorque,MaxSteeringAngle,TireDragCoeff,WheelDamping,ShiftTime,TractionControlSlipLimit,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
2497.967,31.567,0.39,7592.703,916.97,2505.649,450.005,40.022,4.068,0.984,0.383,0.715,0.178,6.75,6,2.612,3.6,-1.678
2476.238,31.438,0.39,7333.126,900.162,2548.495,450.014,39.115,4.065,0.986,0.383,0.686,0.168,7.146,6,2.336,3.4,-1.664
2419.889,31.389,0.39,7383.543,929.165,2503.993,450.01,39.923,3.883,0.984,0.412,0.687,0.165,7.16,6,2.318,3.4,-1.651
2488.903,31.752,0.39,7372.074,678.022,2521.276,515.414,38.86,4.236,0.829,0.405,0.787,0.174,7.052,9,2.135,3.6,-1.66
2498.495,56.892,0.389,7372.074,653.92,2503.335,511.891,38.862,4.031,0.82,0.405,0.8,0.896,5.48,8,2.914,4,-1.312
2300.707,29.987,0.357,8327.082,780.548,2656.979,452.581,38.797,4.085,1.043,0.405,0.817,0.114,9.227,3,1.348,2.6,-2.06
2499.309,29.987,0.357,8286.212,794.786,2514.779,452.571,38.797,4.079,1.027,0.421,0.793,0.179,7.751,2,2.037,3,-1.882
2499.073,59.166,0.389,8327.612,793.671,2514.286,448.157,38.761,3.917,0.977,0.421,0.798,0.972,5.975,4,2.429,3.6,-1.305
2491.927,50.537,0.39,8291.556,648.001,2505.006,451.583,38.797,4.074,1.043,0.405,0.789,0.685,6.151,5,2.438,3.6,-1.313
2499.155,58.831,0.389,8223.568,652.434,2501.311,448.073,38.826,2.289,0.977,0.407,0.8,0.961,5.74,7,2.568,3.8,-1.32
2368.4,29.981,0.357,8329.277,799.5,2650.913,448.808,38.795,4.079,1.045,0.42,0.787,0.117,9.181,2,1.231,2.6,-1.805
2499.224,48.66,0.389,8338.851,797.426,2505.262,452.213,38.795,3.927,0.975,0.407,0.816,0.622,6.616,4,2.111,3.6,-1.307
2371.614,29.967,0.387,8279.029,739.985,2585.154,514.536,38.797,4.081,0.976,0.421,0.817,0.143,7.67,5,1.893,3,-1.704
2492.018,58.864,0.39,8327.809,646.248,2514.316,502.09,38.797,3.911,1.043,0.405,0.789,0.962,5.601,6,2.717,3.8,-1.215
2430.951,29.987,0.357,8285.471,793.595,2517.083,452.584,38.797,3.888,1.042,0.421,0.789,0.161,8.146,2,1.763,2.8,-1.858
2371.075,29.987,0.357,8285.426,739.985,2649.534,452.524,38.797,4.082,1.027,0.421,0.817,0.118,8.827,3,1.525,2.8,-1.857
2360.739,30.001,0.386,8279.515,738.99,2650.913,449.001,38.761,4.082,1.042,0.397,0.787,0.116,8.082,4,1.485,3,-1.662
2397.146,29.218,0.385,7345.784,739.352,2562.094,515.414,38.86,3.93,1.025,0.406,0.788,0.146,7.543,6,2.04,3,-1.664
2443.701,27.847,0.39,8599.148,797.604,2505.114,454.199,37.65,4.075,0.986,0.419,0.817,0.165,7.442,7,1.967,3.4,-1.62
2499.224,44.369,0.389,8338.851,798.295,2505.262,452.203,38.795,3.927,0.975,0.407,0.816,0.479,6.682,4,2.087,3.6,-1.393
2499.098,29.33,0.389,7806.786,1034.001,2502.353,452.688,38.732,4.074,0.974,0.42,0.773,0.293,6.82,6,2.448,3.6,-1.622
2493.957,28.751,0.385,8291.556,648.001,2505.259,452.26,38.797,4.074,1.025,0.406,0.789,0.19,7.129,4,2.185,3.4,-1.498
2491.839,31.752,0.39,7371.538,678.022,2521.276,515.414,40.039,3.909,0.828,0.405,0.789,0.175,7.095,8,2.205,3.4,-1.6
2487.43,29.353,0.389,8325.568,804.91,2502.407,452.689,38.796,3.931,0.968,0.42,0.788,0.173,7.305,3,1.913,3.4,-1.596
2498.516,42.078,0.39,8203.416,652.434,2504.987,538.944,38.801,2.3,0.977,0.407,0.8,0.425,6.315,8,2.315,3.8,-1.388
2491.927,41.324,0.39,8291.556,631.06,2505.006,451.583,38.797,4.074,1.043,0.405,0.785,0.377,6.791,5,2.255,3.6,-1.534
2499.155,58.381,0.389,8223.568,652.434,2500.822,452.759,38.826,2.224,0.977,0.407,0.8,0.946,6.051,7,2.419,3.6,-1.215
2499.335,42.078,0.39,8284.799,650.796,2504.987,538.944,38.801,4.003,1.028,0.421,0.817,0.403,6.461,6,2.381,3.6,-1.382
2487.3,29.33,0.387,7817.937,1034.001,2502.353,452.688,38.732,4.074,0.827,0.401,0.773,0.293,6.664,7,2.678,3.8,-1.622
2432.331,29.987,0.387,8285.471,793.595,2609.347,452.584,38.761,3.888,1.042,0.421,0.789,0.147,7.903,3,1.436,3,-1.428
2499.134,49.344,0.389,8327.612,797.426,2513.905,452.213,38.795,3.915,0.975,0.42,0.817,0.645,6.386,4,2.182,3.6,-1.313
2368.31,30.001,0.357,8279.515,738.99,2650.913,449.001,38.761,4.082,1.042,0.401,0.787,0.117,8.852,3,1.379,2.6,-1.833
2489.554,50.257,0.39,8291.556,648.001,2505.006,519.15,38.797,4.074,1.043,0.405,0.788,0.675,6.176,6,2.241,3.6,-1.297
2499.377,54.698,0.389,7256.389,1093.13,2513.33,529.158,40.091,4.004,1.054,0.41,0.792,0.823,5.496,8,2.794,4,-1.31
2496.231,58.671,0.39,6922.369,794.139,2518.968,452.232,42.064,4.087,1.051,0.421,0.796,0.956,5.627,6,2.474,3.8,-1.13
2244.588,29.062,0.337,8311.119,797.704,2839.931,452.381,39.992,3.905,1.033,0.417,0.812,0.059,10.09,3,0.9,2.2,-2.011
2499.999,41.422,0.389,7256.389,1018.614,2513.039,530.595,39.961,3.642,1.054,0.41,0.792,0.381,6.11,9,2.774,3.8,-1.445
2244.588,31.135,0.389,8305.705,800.061,2504.882,452.584,38.98,3.995,1.029,0.381,0.812,0.165,8.021,3,1.581,3,-1.629
2499.536,51.723,0.389,7256.389,803.901,2512.826,522.39,40.091,4.016,1.032,0.41,0.792,0.724,6.31,6,2.275,3.6,-1.305
2499.999,41.422,0.39,7082.995,1032.913,2513.093,530.595,39.961,3.642,0.972,0.376,0.778,0.381,6.396,8,2.3,3.6,-1.396
2272.521,30.736,0.377,7708.918,797.632,2832.305,449.465,40.005,4,1.051,0.381,0.869,0.086,9.177,5,1.364,2.6,-1.88
2499.631,57.086,0.389,7058.979,798.294,2511.61,530.595,40.087,3.767,1.051,0.41,0.792,0.903,5.758,7,2.382,3.8,-1.217
2290.623,30.397,0.387,7720.214,797.83,2850.247,449.448,40.084,4.003,1.052,0.41,0.823,0.106,8.767,4,1.465,2.6,-1.742
2499.999,41.182,0.389,7255.537,1090.108,2511.516,530.595,39.205,3.768,1.051,0.41,0.792,0.373,6.558,8,2.194,3.6,-1.365
2499.868,56.624,0.389,8296.875,797.65,2521.34,452.234,40.087,3.943,1.051,0.411,0.798,0.887,6.099,4,2.316,3.6,-1.217
2499.54,30.387,0.389,7997.841,800.3,2502.749,449.294,38.973,4.208,1.03,0.412,0.812,0.179,6.634,5,2.763,3.8,-1.808
2499.54,39.513,0.389,7284.032,800.091,2502.749,449.294,38.945,4.208,1.03,0.409,0.812,0.317,6.611,6,2.565,3.6,-1.59
2493.851,56.317,0.39,7056.924,797.65,2521.519,452.294,40.083,3.943,1.051,0.411,0.793,0.877,5.796,5,2.451,3.8,-1.245
2393.428,28.414,0.387,7725.755,758.747,2624.62,449.287,39.618,4.001,1.028,0.414,0.785,0.129,7.749,6,1.904,3,-1.793
2393.428,28.414,0.387,7725.755,758.747,2624.62,449.287,39.618,4.001,1.028,0.418,0.826,0.129,7.69,7,1.992,3,-1.738
2272.521,30.736,0.377,7708.918,797.632,2832.305,449.465,40.005,4,1.051,0.381,0.815,0.077,9.412,4,1.118,2.4,-1.895
2444.361,31.398,0.39,7093.464,800.091,2519.716,452.234,39.19,3.993,1.051,0.421,0.812,0.16,6.966,4,2.55,3.4,-1.873
2393.428,28.584,0.387,7708.944,797.522,2550.393,450.424,40.106,3.995,1.034,0.418,0.828,0.15,7.541,5,1.998,3.2,-1.653
2481.948,53.067,0.39,7572.314,798.068,2508.762,449.379,39.989,3.999,1.048,0.411,0.814,0.769,6.284,5,2.098,3.6,-1.3
2499.536,54.698,0.389,7256.389,803.901,2512.826,526.158,40.091,4.016,1.032,0.41,0.792,0.823,5.871,6,2.404,3.8,-1.305
2258.645,31.101,0.382,8331.873,793.719,2851.572,449.558,40.006,4,1.025,0.381,0.815,0.091,9.443,3,1.214,2.6,-1.89
2244.442,31.138,0.379,8305.265,797.632,2832.305,449.465,40.005,4,1.051,0.397,0.815,0.083,9.761,3,0.91,2.4,-1.844
2497.553,55.654,0.389,8296.875,797.65,2521.34,448.438,40.087,3.944,1.051,0.411,0.798,0.855,6.479,4,2.062,3.6,-1.42
2444.361,30.157,0.389,7093.464,800.021,2521.863,452.865,40.09,4.073,0.996,0.376,0.826,0.159,7.267,5,2.117,3.4,-1.629
2340.105,31.093,0.389,7996.817,798.462,2628.528,448.652,39.63,3.998,1.016,0.381,0.817,0.124,7.847,4,1.773,3.2,-1.54
2258.654,29.062,0.339,8311.119,797.704,2839.931,452.381,39.992,3.905,1.033,0.417,0.812,0.065,10.064,3,1.062,2.2,-2.103
2244.064,30.727,0.377,8266.505,797.632,2832.305,452.632,39.992,3.995,0.972,0.381,0.814,0.077,9.846,3,0.904,2.4,-1.875
2499.377,52.015,0.389,7256.389,1093.13,2513.33,449.259,40.091,4.004,1.054,0.41,0.792,0.734,6.168,7,2.193,3.6,-1.308
2468.714,29.19,0.382,7470.424,861.257,2512.367,477.897,38.549,3.374,0.953,0.377,0.789,0.164,6.904,8,2.617,3.6,-1.845
2495.419,50.058,0.389,6211.149,795.965,2502.992,479.113,38.897,3.914,0.976,0.369,0.778,0.669,5.851,6,2.576,3.8,-1.315
2496.388,28.95,0.343,7278.41,798.197,2516.212,451.441,38.902,3.916,0.953,0.412,0.778,0.178,7.821,3,1.835,3,-1.682
2380.067,29.528,0.343,7525.208,797.98,2701.196,451.448,39.093,3.916,0.953,0.407,0.789,0.123,8.995,3,1.398,2.6,-1.812
2346.79,29.552,0.387,7519.641,883.741,2702.715,451.473,39.102,4.093,0.959,0.392,0.796,0.107,8.168,5,1.683,2.8,-1.855
2496.185,46.224,0.387,6249.177,795.891,2519.424,479.125,38.898,3.986,0.944,0.385,0.78,0.541,6.069,7,2.813,3.6,-1.546
2494.761,49.556,0.388,6216.383,794.032,2504.068,451.76,38.768,3.912,0.954,0.385,0.779,0.652,6.013,5,2.389,3.8,-1.305
2437.335,29.73,0.384,7231.09,861.171,2531.404,464.964,38.9,3.912,0.953,0.386,0.793,0.156,7.237,6,2.349,3.2,-1.693
2495.419,49.942,0.389,6216.586,886.889,2502.741,479.113,38.573,3.914,0.976,0.385,0.778,0.665,5.93,8,2.647,3.8,-1.317
2495.398,28.948,0.387,7113.017,799.152,2521.838,452.129,38.869,3.916,0.976,0.393,0.797,0.177,6.962,4,2.461,3.4,-1.76
2346.79,29.552,0.387,7519.641,797.964,2702.715,451.473,39.102,4.093,0.959,0.392,0.797,0.107,8.508,4,1.256,2.8,-1.64
2494.697,35.655,0.389,6103.994,862.256,2504.042,479.11,38.781,4.018,0.954,0.388,0.78,0.264,6.689,7,2.414,3.8,-1.512
2496.145,42.767,0.388,6022.319,795.965,2502.992,451.165,38.868,3.914,0.974,0.385,0.778,0.426,6.6,5,2.256,3.6,-1.402
2495.704,40.188,0.389,6574.918,862.256,2504.068,479.11,38.794,4.018,0.954,0.386,0.79,0.34,6.384,7,2.284,3.8,-1.378
2495.419,30.813,0.389,6211.149,795.965,2504.304,479.113,38.897,3.917,0.953,0.369,0.796,0.252,6.827,5,2.501,3.6,-1.64
2495.726,44.964,0.388,7238.161,798.514,2509.044,452.18,38.868,3.916,0.953,0.417,0.778,0.499,6.406,5,2.247,3.6,-1.398
2386.283,28.95,0.343,7278.41,798.197,2619.43,451.441,38.902,3.916,0.953,0.407,0.778,0.127,8.635,3,1.459,2.8,-1.847
2495.419,43.671,0.389,6202.611,795.966,2502.741,479.113,38.897,3.914,0.976,0.385,0.778,0.456,6.121,6,2.584,3.6,-1.389
2495.752,43.504,0.387,6069.176,810.975,2501.324,479.131,38.868,4.083,0.985,0.417,0.739,0.45,6.312,8,2.349,3.6,-1.411
2389.209,29.529,0.387,7525.094,891.213,2613.637,451.509,38.901,4.082,0.959,0.393,0.807,0.129,7.671,5,1.897,3,-1.82
2495.704,39.337,0.389,6215.102,796.808,2504.033,479.11,38.768,4.018,0.954,0.368,0.79,0.311,6.39,7,2.582,3.8,-1.46
2412.175,29.275,0.387,7110.249,804.264,2613.485,464.064,38.867,3.912,0.953,0.393,0.797,0.143,7.505,5,2.096,3.2,-1.638
2364.755,29.654,0.343,7278.408,798.406,2616.774,451.747,39.102,3.914,0.959,0.385,0.778,0.128,8.471,3,1.678,2.8,-1.903
2434.768,29.275,0.387,7237.964,799.052,2576.455,452.129,38.869,3.916,0.953,0.417,0.795,0.148,7.401,4,2.064,3.4,-1.77
2495.419,38.218,0.389,6204.818,795.965,2518.018,479.113,38.898,3.917,0.953,0.369,0.796,0.274,6.678,6,2.209,3.6,-1.396
2348.28,29.541,0.387,7525.673,792.739,2702.917,451.856,39.102,3.947,0.959,0.392,0.796,0.108,8.115,4,1.701,2.8,-1.731
2389.092,29.524,0.387,7525.208,797.98,2699.919,450.996,39.093,3.897,0.953,0.407,0.789,0.127,7.953,4,1.788,3,-1.713
2436.018,29.11,0.387,6919.83,795.891,2502.298,479.125,38.898,3.986,0.944,0.385,0.78,0.166,7.113,6,2.282,3.6,-1.647
2495.623,43.546,0.389,6197.637,795.966,2502.938,479.113,38.897,3.914,0.976,0.369,0.778,0.452,6.571,6,2.119,3.6,-1.409
2496.185,35.792,0.387,6066.899,795.953,2517.786,479.125,38.898,4.077,0.972,0.385,0.791,0.269,6.702,6,2.529,3.6,-1.66
2472.833,30.307,0.382,7600.832,866.747,2515.354,489.048,45.639,3.111,0.964,0.374,0.807,0.222,5.816,8,3.736,3.8,-1.795
2473.695,54.277,0.39,9398.427,918.306,2515.409,489.15,40.143,3.916,0.966,0.395,0.807,0.809,5.824,7,2.575,3.8,-1.208
2379.663,29.148,0.384,8325.756,874.978,2603.237,489.039,38.748,3.94,0.955,0.42,0.792,0.132,7.593,5,2.155,3,-1.85
2493.212,29.205,0.389,8283.375,802.255,2515.231,520.134,40.159,3.991,0.968,0.421,0.795,0.176,6.923,4,2.451,3.6,-1.636
2379.663,29.207,0.384,8325.176,795.861,2603.237,489.039,39.606,3.94,0.955,0.42,0.792,0.132,8.369,4,1.329,2.8,-1.613
2493.16,46.37,0.389,8283.375,711.947,2515.225,507.89,40.143,3.991,0.968,0.421,0.795,0.546,5.906,6,2.833,3.8,-1.409
2493.213,53.454,0.389,8269.582,803.386,2519.438,520.114,40.158,3.991,0.984,0.423,0.808,0.782,6.14,5,2.13,3.6,-1.191
2409.596,29.15,0.389,8297.993,808.611,2597.438,489.297,40.159,3.991,0.955,0.42,0.807,0.137,7.672,4,1.776,3,-1.627
2475.173,30.307,0.389,7600.982,847.444,2515.354,519.884,45.639,3.993,0.958,0.42,0.807,0.168,6.826,7,2.599,3.6,-1.653
2401.04,29.232,0.389,7555.125,869.912,2603.035,508.56,38.949,3.976,0.968,0.395,0.807,0.133,7.407,6,2.316,3,-2.038
2493.16,44.249,0.389,8283.375,801.242,2521.657,507.044,40.143,3.996,0.953,0.421,0.808,0.475,6.307,5,2.36,3.6,-1.411
2493.207,39.617,0.389,8238.469,804.448,2514.845,518.091,38.674,3.991,0.968,0.425,0.795,0.321,6.784,5,2.063,3.6,-1.51
2492.647,41.745,0.389,8299.781,664.086,2518.4,520.02,40.951,3.992,1.009,0.421,0.807,0.391,6.397,7,2.226,3.8,-1.388
2493.16,43.315,0.389,8283.375,802.255,2515.473,507.644,40.159,3.991,0.968,0.421,0.796,0.444,6.777,5,2.018,3.6,-1.396
2493.817,40.291,0.389,7613.613,804.396,2519.142,518.035,38.747,3.974,0.954,0.425,0.807,0.343,6.591,6,2.184,3.6,-1.518
2492.869,41.252,0.389,7590.615,857.899,2518.726,516.317,38.951,3.916,0.966,0.424,0.807,0.375,6.455,7,2.429,3.6,-1.422
2453.531,29.159,0.389,8297.115,844.506,2528.491,519.726,38.748,3.94,0.961,0.428,0.807,0.157,7.093,5,2.354,3.4,-1.858
2492.866,41.004,0.389,7471.764,663.516,2518.4,516.322,40.142,4.023,1.009,0.424,0.807,0.367,6.549,7,2.361,3.6,-1.424
2409.596,29.153,0.389,8083.784,844.953,2551.806,489.291,38.947,3.908,0.955,0.395,0.807,0.149,7.277,6,2.306,3.2,-1.693
2482.103,29.148,0.383,8122.067,875.194,2510.489,488.758,40.132,3.939,0.954,0.421,0.805,0.171,7.057,6,2.38,3.4,-1.83
2492.611,30.235,0.389,9430.119,664.111,2518.398,508.271,40.142,3.994,0.963,0.421,0.807,0.176,6.681,6,2.713,3.6,-1.733
2493.211,43.634,0.389,8288.256,803.35,2515.239,520.114,40.158,3.991,0.98,0.421,0.807,0.454,6.561,5,2.124,3.4,-1.393
2449.919,29.543,0.389,8288.247,803.386,2519.438,520.114,40.138,3.991,0.956,0.393,0.807,0.16,7.401,4,1.929,3.2,-1.492
2426.052,30.299,0.383,8298.314,878.553,2597.07,508.205,38.946,3.997,0.955,0.42,0.807,0.144,7.518,5,2.193,3.2,-1.805
2491.478,29.174,0.389,8288.247,803.386,2519.438,520.114,40.138,3.991,0.957,0.393,0.807,0.175,7.292,4,2.007,3.4,-1.591
2493.16,43.315,0.389,8283.375,865.432,2515.473,507.644,40.142,3.991,0.967,0.421,0.796,0.444,6.317,6,2.318,3.8,-1.395
2449.529,29.161,0.389,8283.496,809.388,2550.878,498.409,38.969,4.016,0.955,0.394,0.807,0.155,7.441,4,2.001,3.2,-1.622
2409.596,29.153,0.389,8293.926,808.611,2551.806,489.297,40.159,3.992,0.955,0.395,0.807,0.149,7.494,4,1.89,3.2,-1.651
2491.816,29.161,0.389,9299.078,797.675,2519.438,520.019,40.137,3.992,0.955,0.393,0.795,0.175,6.806,5,2.579,3.4,-1.782
2381.42,29.161,0.389,8283.301,873.168,2551.463,489.598,40.13,3.939,0.955,0.393,0.807,0.15,7.43,5,2.205,3.4,-1.8
2441.53,29.057,0.39,7314.043,803.822,2521.896,503.204,39.371,3.937,0.953,0.43,0.785,0.159,5.025,5,4.631,4,-1.58
2483.28,28.457,0.383,8261.473,802.435,2543.927,503.637,39.343,3.955,0.973,0.379,0.816,0.171,7.214,4,2.246,3.6,-1.78
2207.764,29.22,0.383,8243.672,802.446,2691.018,496.197,39.466,3.982,0.97,0.43,0.815,0.103,8.621,4,1.502,2.8,-1.845
2446.617,29.017,0.388,7415.848,803.229,2544.322,503.847,38.548,3.972,1.038,0.43,0.815,0.154,7.256,6,2.296,3.4,-1.823
2434.293,33.015,0.39,8421.826,804.216,2555.942,503.008,39.367,3.709,0.953,0.369,0.812,0.148,7.245,7,2.209,3.4,-1.791
2409.145,33.647,0.389,7402.993,804.24,2616.745,502.924,41.888,3.912,0.905,0.369,0.819,0.136,7.604,8,1.822,3,-1.611
2207.764,29.232,0.383,8243.672,802.453,2662.757,495.899,39.549,3.985,0.97,0.43,0.815,0.112,8.483,4,1.614,2.8,-1.753
2446.617,28.467,0.388,8239.622,803.229,2544.322,503.338,38.548,3.972,1.039,0.43,0.815,0.154,7.262,5,2.205,3.4,-1.678
2440.677,29.053,0.386,8111.731,802.585,2548.886,495.208,39.495,3.911,0.953,0.431,0.816,0.151,7.309,5,2.16,3.4,-1.798
2435.281,28.887,0.383,8279.321,803.232,2554.715,501.853,40.394,4.012,0.971,0.428,0.816,0.149,7.336,5,2.317,3.2,-1.98
2435.281,28.887,0.374,8347.193,803.232,2558.685,498.397,39.897,3.993,0.972,0.428,0.82,0.149,7.613,4,2.039,3,-1.653
2230.019,29.22,0.383,8243.672,827.851,2691.018,496.957,39.466,4.071,0.97,0.43,0.815,0.104,8.28,5,1.705,2.8,-1.792
2427.946,29.233,0.39,8333.065,804.266,2577.787,502.965,41.836,3.916,0.953,0.369,0.82,0.145,7.483,5,1.907,3.2,-1.613
2409.028,33.647,0.39,7410.452,804.24,2578.264,489.759,41.888,3.912,0.905,0.369,0.82,0.141,7.441,8,1.908,3.2,-1.486
2277.524,28.679,0.39,7343.062,804.715,2656.804,501.866,40.052,3.939,0.953,0.429,0.816,0.115,8.189,5,1.578,2.8,-1.787
2384.871,28.444,0.383,8243.485,802.446,2644.578,496.197,39.642,3.984,0.968,0.43,0.813,0.125,7.723,4,1.889,3,-1.638
2463.006,29.053,0.383,8259.19,807.742,2545.497,497.037,39.495,3.911,0.953,0.431,0.821,0.162,7.294,4,2.215,3.4,-1.664
2411.924,33.741,0.383,8243.485,807.847,2652.229,496.901,39.486,3.912,1.021,0.43,0.82,0.138,7.673,5,1.906,3,-1.729
2207.764,28.464,0.386,8239.727,802.446,2689.697,496.197,38.516,3.971,0.97,0.43,0.815,0.103,8.453,5,1.582,2.8,-2.095
2440.984,29.048,0.386,8269.461,802.436,2564.29,495.208,39.495,3.955,0.953,0.431,0.816,0.151,7.416,4,2.042,3.2,-1.842
2409.145,29.304,0.389,8216.446,803.571,2616.634,502.924,39.452,3.912,0.905,0.369,0.819,0.136,7.622,6,1.965,3,-1.782
2411.924,29.035,0.383,8243.485,807.847,2652.229,496.941,39.486,3.912,1.021,0.43,0.82,0.138,7.695,4,1.923,3,-1.669
2421.812,32.345,0.39,8235.576,802.372,2577.947,502.965,39.482,3.912,0.905,0.369,0.82,0.142,7.358,6,2.163,3.2,-1.807
2422.037,33.647,0.389,7402.9,804.24,2539.988,502.924,41.888,3.912,0.905,0.369,0.819,0.153,7.121,8,2.287,3.2,-1.731
2411.924,33.741,0.378,8243.485,807.909,2583.697,496.901,41.89,3.912,0.968,0.37,0.82,0.139,7.607,6,1.935,3,-1.8
2383.068,28.442,0.383,8242.972,803.257,2652.302,501.985,39.349,3.984,0.968,0.381,0.816,0.124,7.779,4,1.914,3,-1.865
2425.957,30.181,0.385,9416.388,858.965,2566.699,429.7,37.762,3.928,1.041,0.372,0.795,0.144,7.445,7,2.201,3,-1.765
2499.805,27.391,0.384,6824.294,794.988,2508.891,544.344,39.108,4.111,0.873,0.371,0.797,0.21,5.591,7,3.992,3.8,-1.436
2427.451,30.381,0.385,9416.388,807.705,2566.708,429.71,39.346,3.928,1.041,0.372,0.795,0.145,7.555,5,1.942,3.2,-1.636
2498.967,38.69,0.385,6928.434,794.449,2519.559,549.993,39.284,3.932,1.04,0.371,0.813,0.29,6.626,6,2.532,3.6,-1.634
2397.588,30.181,0.385,9459.488,803.832,2570.649,429.265,37.751,3.943,1.041,0.372,0.786,0.143,7.541,6,2.099,3,-1.857
2498.982,54.375,0.388,6799.942,808.2,2507.983,535.559,39.185,3.945,1.014,0.372,0.805,0.812,5.918,6,2.506,3.8,-1.312
2397.851,29.201,0.385,9458.897,803.832,2570.871,429.902,39.344,3.943,1.041,0.372,0.805,0.143,7.564,5,1.956,3.2,-1.787
2498.611,56.553,0.388,6993.456,802.749,2517.088,540.988,40.074,3.943,1.04,0.37,0.805,0.885,5.768,6,2.549,3.8,-1.203
2499.971,41.147,0.388,9390.126,794.994,2519.559,549.214,39.113,3.937,1.04,0.371,0.787,0.372,6.538,6,2.287,3.6,-1.526
2416.783,30.182,0.385,9427.637,808.01,2595.657,429.43,39.3,3.921,1.041,0.373,0.782,0.14,7.621,5,1.92,3,-1.797
2465.038,30.334,0.383,9395.808,803.561,2509.052,425.759,39.291,3.973,1.041,0.372,0.787,0.164,7.273,5,2.25,3.4,-1.795
2395.518,30.182,0.385,9356.608,804.147,2595.657,429.317,40.94,3.921,1.041,0.373,0.785,0.135,7.7,6,1.746,3.2,-1.514
2499.868,54.19,0.39,9395.617,802.711,2516.879,543.206,39.272,4.118,1.015,0.37,0.805,0.806,6.063,6,2.257,3.6,-1.298
2499.971,38.408,0.388,6823.934,794.994,2519.559,546.345,39.113,3.937,1.04,0.371,0.793,0.28,6.711,6,2.212,3.6,-1.518
2491.915,30.426,0.388,9524.451,803.881,2504.556,422.812,39.291,4.116,1.04,0.371,0.784,0.175,7.059,5,2.377,3.4,-1.795
2465.038,30.334,0.383,9395.808,803.561,2518.772,425.759,39.291,3.973,1.041,0.372,0.787,0.163,7.428,5,1.958,3.4,-1.629
2431.843,30.181,0.383,9416.724,859.037,2570.4,429.7,38.704,3.918,1.042,0.372,0.805,0.147,7.539,6,2.049,3,-1.855
2441.623,30.181,0.39,9417.932,859.037,2570.4,429.7,38.704,3.918,1.053,0.372,0.805,0.152,7.393,6,2.146,3.2,-1.795
2498.982,30.914,0.388,6799.942,803.924,2508.131,535.559,37.81,3.943,0.976,0.372,0.804,0.19,6.869,6,2.447,3.6,-1.578
2469.007,30.186,0.385,9370.861,803.881,2508.891,421.053,39.291,4.116,1.043,0.371,0.797,0.165,7.208,5,2.306,3.4,-1.82
2410.976,31.449,0.385,9427.637,803.876,2598.513,433.577,39.292,4.107,1.038,0.373,0.787,0.137,7.672,5,1.916,3.2,-1.807
