mass,wheel_mass,wheel_radius,MaxRPM,MinRPM,MaxBrakeTorque,MaxMotorTorque,MaxSteeringAngle,TireDragCoeff,WheelDamping,ShiftTime,TractionControlSlipLimit,MaxPercentage,SaftyDegree,numbers,TIT,TET,Dece
2393.4,29.051,0.384,9303.568,803.87,2597.101,429.898,38.877,3.943,1.041,0.373,0.794,0.134,7.744,5,1.698,3,-1.62
2392.913,30.182,0.385,9356.608,803.481,2704.55,429.695,41.294,3.928,1.041,0.373,0.785,0.129,8.109,6,1.654,3,-1.671
2498.964,54.096,0.388,6775.356,808.193,2507.983,535.559,39.292,3.974,1.014,0.372,0.805,0.803,6.156,6,2.147,3.6,-1.222
2481.02,30.205,0.384,8950.587,1095.59,2569.772,411.347,38.077,3.977,0.948,0.427,0.843,0.369,-0.259,8,5.197,4,-1.678
2328.613,30.992,0.384,8340.797,726.357,2776.327,451.554,39.759,3.97,0.949,0.426,0.793,0.098,8.783,4,1.334,2.6,-1.835
2498.083,30.014,0.39,8567.364,740.171,2500.022,406.757,39.208,4.166,0.948,0.405,0.824,0.178,6.753,8,2.535,3.8,-1.486
2489.912,29.95,0.39,8333.606,799.355,2564.963,451.034,39.199,3.906,0.948,0.427,0.781,0.174,7.077,3,2.376,3.6,-1.791
2481.076,30.285,0.387,8332.009,678.95,2602.466,410.792,39.621,4.218,0.784,0.426,0.78,0.216,6.585,7,3.04,3.6,-1.825
2486.143,30.039,0.39,8328.399,635.052,2504.995,461.28,39.463,4.221,0.985,0.427,0.817,0.206,6.592,6,2.897,3.6,-1.684
2468.559,30.046,0.39,8328.399,690.697,2532.53,460.61,39.226,4.265,1.07,0.431,0.817,0.164,6.988,7,2.446,3.6,-1.653
2346.014,29.906,0.384,8328.406,796.725,2764.853,451.452,39.465,3.988,0.985,0.426,0.816,0.107,8.308,3,1.649,2.8,-1.642
2489.031,30.016,0.39,8135.292,632.403,2506.333,449.263,39.186,3.973,0.948,0.402,0.793,0.209,6.704,5,2.594,3.8,-1.476
2489.031,30.016,0.39,8340.736,633.007,2514.53,449.26,39.186,3.973,0.948,0.402,0.793,0.209,6.783,4,2.563,3.6,-1.664
2328.613,30.968,0.383,8340.779,726.357,2774.085,455.012,39.759,3.97,0.949,0.429,0.791,0.098,8.685,5,1.361,2.8,-1.818
2366.811,29.95,0.39,8328.691,799.355,2566.51,450.963,39.2,3.989,0.948,0.427,0.781,0.144,7.383,3,2.131,3.2,-1.827
2363.579,29.95,0.39,8328.691,799.355,2612.437,450.963,39.199,3.989,0.948,0.427,0.781,0.129,7.491,3,2.255,3,-1.833
2328.724,29.952,0.386,8329.014,795.802,2628.242,451.245,39.197,3.988,0.953,0.427,0.793,0.124,7.903,3,1.713,3,-1.62
2332.2,29.906,0.386,8340.797,742.958,2759.987,451.452,43.205,3.97,0.953,0.426,0.822,0.103,8.104,5,1.876,2.8,-1.817
2482.39,29.95,0.39,8333.606,799.355,2564.963,451.434,39.199,3.989,0.948,0.427,0.781,0.171,7.133,3,2.3,3.4,-1.631
2332.691,29.943,0.39,8340.799,720.024,2654.129,450.212,39.237,3.972,0.948,0.426,0.823,0.115,7.08,4,2.622,3.2,-1.651
2358.139,31.32,0.387,8340.797,728.614,2691.885,451.549,40.105,3.97,0.948,0.426,0.822,0.112,8.034,4,1.684,3,-1.807
2476.424,30.002,0.39,8332.064,718.188,2506.007,450.045,39.186,3.784,1.034,0.431,0.819,0.168,6.982,5,2.295,3.6,-1.616
2329.67,29.898,0.384,8580.74,743.029,2759.987,451.452,39.481,3.97,0.953,0.426,0.822,0.099,8.579,5,1.44,2.8,-1.631
2329.67,29.898,0.386,8329.013,743.216,2759.987,451.452,39.481,3.988,0.953,0.426,0.822,0.103,8.421,4,1.481,2.8,-1.68
2329.67,29.898,0.384,8310.013,743.216,2759.987,451.452,39.481,3.97,0.953,0.426,0.822,0.099,8.724,4,1.382,2.8,-1.718
2488.126,28.946,0.39,8332.125,665.913,2532.39,460.762,39.185,3.909,1.018,0.429,0.82,0.174,6.836,5,2.507,3.8,-1.622
2358.139,31.32,0.39,8340.797,728.614,2691.68,451.369,40.105,3.976,0.948,0.427,0.822,0.114,7.966,4,1.581,3,-1.647
2332.2,31.292,0.387,8340.797,726.357,2776.327,451.549,41.84,3.97,0.953,0.426,0.823,0.106,7.989,5,1.961,2.8,-1.855
2468.234,30.035,0.384,8308.837,715.286,2505.83,448.988,39.483,3.972,0.949,0.426,0.794,0.165,7.012,4,2.328,3.6,-1.658
2485.568,28.611,0.39,8331.495,663.464,2514.085,447.222,39.052,3.998,0.948,0.427,0.803,0.172,6.864,4,2.616,3.6,-1.793
2481.038,28.611,0.39,8332.011,663.464,2516.304,447.459,39.052,4.197,0.951,0.427,0.78,0.171,6.889,5,2.489,3.6,-1.674
2345.648,29.951,0.386,8328.398,795.804,2764.786,421.998,39.197,3.988,0.985,0.426,0.793,0.106,8.407,4,1.561,2.8,-1.795
2468.485,30.046,0.39,8328.562,689.801,2514.773,448.146,39.186,3.919,1.07,0.403,0.793,0.164,7.022,5,2.298,3.6,-1.611
2498.564,59.528,0.389,6860.832,701.411,2502.318,448.108,45.988,4.001,0.991,0.414,0.784,0.984,5.047,7,4.054,4,-1.3
2499.766,59.528,0.388,7106.933,631.584,2500.14,448.108,39.771,4.008,0.991,0.424,0.792,0.984,5.539,6,2.935,3.8,-1.325
2499.53,48.434,0.389,9397.254,690.949,2500.177,449.538,39.423,4.302,1.018,0.421,0.784,0.614,5.91,7,2.641,3.8,-1.312
2476.004,54.801,0.389,6920.331,1052.543,2500.07,459.911,36.262,4.014,0.994,0.427,0.781,0.827,5.721,8,2.869,3.6,-1.367
2497.605,52.229,0.389,6920.331,1052.543,2500.07,459.603,36.262,4.014,0.994,0.427,0.784,0.741,5.853,8,2.533,3.8,-1.293
2499.917,52.848,0.389,6861.65,1073.151,2504.796,524.09,39.492,3.847,1.029,0.398,0.771,0.762,5.689,9,2.595,4,-1.312
2471.94,29.405,0.389,9494.196,682.707,2504.926,527.686,39.51,3.981,1.016,0.426,0.884,0.173,6.723,7,2.642,3.8,-1.667
2468.601,30.628,0.389,6960.576,697.637,2509.41,447.893,39.431,4.004,0.992,0.412,0.78,0.164,6.895,5,2.499,3.6,-1.687
2499.553,57.394,0.389,6862.162,701.498,2500.218,448.108,36.268,4.001,1.008,0.414,0.784,0.913,5.452,7,3.045,3.8,-1.318
2499.763,59.45,0.388,7106.933,632.161,2500.14,448.108,39.771,4.008,0.992,0.424,0.792,0.982,5.819,6,2.665,3.6,-1.313
2499.77,52.752,0.389,7092.966,1016.568,2504.664,450.197,38.729,4.008,1.029,0.399,0.792,0.758,5.831,6,2.384,3.6,-1.295
2465.514,28.617,0.389,7135.866,679.071,2510.422,448.108,39.43,4.013,1.077,0.413,0.781,0.163,6.949,6,2.504,3.4,-1.738
2499.774,57.333,0.389,7145.259,702.746,2502.427,448.139,39.747,4.008,0.991,0.421,0.77,0.911,5.66,7,2.548,3.8,-1.206
2458.512,31.039,0.389,6960.576,697.394,2511.556,447.893,39.431,4.004,0.951,0.412,0.781,0.163,7.295,5,2.062,3.4,-1.556
2499.766,29.82,0.389,7106.933,709.809,2500.447,448.108,39.771,4.022,1.161,0.412,0.781,0.179,6.07,6,3.399,3.8,-1.693
2466.491,28.268,0.389,8241.536,801.18,2510.861,524.438,39.785,4.012,0.963,0.363,0.787,0.165,5.383,6,4.117,4,-1.474
2402.89,29.855,0.389,8046.019,874.443,2620.873,469.143,39.867,3.917,1.132,0.387,0.712,0.133,7.596,8,2.029,3,-1.596
2492.595,50.752,0.39,8252.278,808.604,2503.48,473.437,39.786,4.031,0.964,0.389,0.799,0.692,6.078,5,2.37,3.6,-1.298
2123.077,29.919,0.38,8262.212,801.372,2525.702,473.174,39.332,3.998,0.971,0.396,0.799,0.158,8.454,3,1.672,2.8,-1.86
2123.129,29.804,0.375,8262.213,801.372,2805.408,468.929,39.334,4.011,1.009,0.387,0.799,0.071,9.813,3,1.248,2.4,-2.1
2465.837,39.612,0.39,8285.34,801.18,2508.548,472.22,39.786,4.03,0.963,0.389,0.794,0.32,6.6,5,2.308,3.6,-1.464
2364.223,29.409,0.389,8262.185,873.44,2783.789,469.175,39.303,4.012,0.97,0.39,0.712,0.115,8.449,6,1.449,2.8,-1.758
2486.027,29.601,0.389,8252.278,808.604,2503.48,473.4,39.786,4.031,0.964,0.397,0.799,0.173,6.834,4,2.561,3.6,-1.604
2079.096,29.836,0.382,8262.168,801.372,2726.765,468.923,39.863,4.01,0.964,0.387,0.786,0.091,9.321,4,1.399,2.6,-2.12
2486.027,38.078,0.389,8252.876,808.65,2504.934,473.4,39.867,4.03,0.995,0.397,0.799,0.269,6.785,5,2.46,3.6,-1.671
2366.019,29.212,0.375,8262.185,801.372,2783.789,469.595,39.334,4.119,0.964,0.387,0.799,0.116,8.588,5,1.569,2.8,-1.865
2123.077,29.919,0.388,8262.212,801.372,2708.185,468.836,39.867,4.009,0.971,0.396,0.799,0.109,8.942,3,1.48,2.6,-1.848
2118.667,29.807,0.382,8262.185,801.372,2751.334,473.349,39.879,3.955,0.962,0.396,0.799,0.091,9.458,3,1.278,2.4,-1.892
2118.732,29.807,0.375,8262.185,801.372,2750.902,471.479,39.867,3.96,0.971,0.396,0.799,0.083,9.687,3,1.326,2.4,-2.131
2387.121,29.887,0.386,8312.775,801.371,2729.746,468.885,39.863,4.01,0.971,0.396,0.786,0.126,8.093,4,1.745,2.8,-1.825
2381.221,29.205,0.386,8165.519,801.371,2751.011,468.923,39.863,4.01,0.964,0.387,0.799,0.123,7.805,5,2.455,3.2,-1.814
2376.616,29.205,0.382,8264.119,801.372,2750.996,473.342,39.92,3.958,0.964,0.396,0.799,0.121,8.354,4,1.642,2.8,-1.795
2452.914,30.137,0.39,8252.278,801.346,2543.646,469.381,39.336,4.042,0.962,0.387,0.788,0.157,7.311,4,2.018,3.6,-1.448
2121.421,29.946,0.382,8262.212,801.372,2614.983,473.349,39.343,4.01,0.971,0.396,0.799,0.128,8.807,3,1.489,2.6,-1.847
2453.164,29.249,0.389,8056.316,801.128,2506.624,524.438,39.785,4.012,0.963,0.39,0.787,0.165,7.021,5,2.395,3.6,-1.609
2381.221,29.205,0.382,8264.119,801.372,2751.011,468.923,39.365,4.01,0.964,0.387,0.799,0.123,8.176,4,1.753,3,-1.852
2451.131,29.806,0.382,8261.945,801.372,2614.983,473.503,39.343,3.959,0.962,0.396,0.787,0.156,7.446,4,2.2,3,-1.767
2434.873,29.227,0.386,8102.461,801.345,2614.082,469.093,39.862,4.01,0.971,0.387,0.798,0.149,7.513,5,2.071,3.2,-1.81
2127.539,29.807,0.375,8262.185,801.372,2783.789,468.929,39.334,4.011,1.009,0.387,0.799,0.072,9.765,3,1.235,2.4,-1.915
2423.467,28.728,0.388,8262.251,801.379,2623.849,469.167,39.851,4.01,0.971,0.387,0.799,0.143,7.648,4,1.819,3.2,-1.622
2456.27,29.043,0.388,8254.347,808.634,2526.888,489.431,39.861,4.009,0.971,0.399,0.802,0.159,7.151,4,2.351,3.4,-1.673
2398.612,29.167,0.384,8261.806,801.352,2615.003,469.09,36.651,3.991,0.964,0.387,0.787,0.131,7.707,5,1.869,3,-1.79
2359.724,29.212,0.375,8262.186,801.372,2783.789,469.595,39.334,4.049,0.964,0.387,0.786,0.113,8.837,4,1.362,2.6,-1.822
2406.732,29.856,0.388,8080.452,801.372,2620.421,468.836,39.867,3.704,0.971,0.386,0.793,0.135,7.588,6,2.102,3,-1.753
2452.937,28.268,0.389,8241.536,801.18,2510.861,524.011,39.777,4.011,0.962,0.363,0.788,0.164,7.075,6,2.447,3.4,-1.804
2498.657,59.91,0.39,9026.522,804.104,2500.591,447.389,38.71,4.115,0.968,0.425,0.796,0.997,5.39,5,3.013,3.8,-1.229
2033.641,29.163,0.362,8287.981,803.152,2861.271,449.391,39.262,3.987,0.996,0.399,0.796,0.046,10.123,3,0.738,2.4,-1.914
2059.25,31.411,0.382,8482.736,849.636,2691.329,448.6,38.714,4.163,1.092,0.368,0.831,0.103,9.066,9,1.501,2.6,-1.9
2498.66,29.441,0.352,8288.017,804.023,2867.937,449.282,39.262,4.116,0.996,0.416,0.796,0.179,9.499,2,1.173,2.6,-1.947
2490.899,48.402,0.387,8183.936,804.19,2500.406,447.403,39.01,3.728,0.949,0.394,0.793,0.613,6.413,6,2.203,3.6,-1.415
2490.925,59.473,0.39,7666.037,930.435,2500.763,446.466,39.011,4.115,0.949,0.425,0.796,0.982,5.661,7,2.431,3.8,-1.209
2490.899,54.657,0.387,8310.591,804.19,2500.406,447.403,39.011,3.895,0.948,0.393,0.796,0.822,5.905,4,2.728,3.6,-1.442
2059.25,31.743,0.382,8536.114,849.636,2691.329,447.369,38.714,4.112,1.084,0.391,0.831,0.103,9.265,8,1.327,2.4,-1.937
2097.454,29.163,0.36,8287.981,803.152,2861.271,468.504,39.262,3.987,0.939,0.399,0.79,0.061,10.064,5,0.94,2.4,-1.934
2050.999,31.456,0.372,8308.46,803.983,2776.101,448.651,38.254,4.114,1.039,0.393,0.797,0.075,9.833,4,0.898,2.4,-1.867
2466.6,31.737,0.39,8541.489,850.323,2506.857,473.112,39.01,4.115,1.086,0.412,0.832,0.164,6.824,9,2.541,3.6,-1.662
2350.272,31.102,0.382,8316.213,806.945,2691.282,447.389,38.71,4.161,1.04,0.411,0.796,0.109,8.428,4,1.451,2.8,-1.66
2071.349,31.493,0.38,9006.637,787.848,2776.945,449.389,38.699,4.163,1.085,0.393,0.797,0.086,9.655,7,1.167,2.4,-2.109
2499.412,29.163,0.39,8299.718,803.201,2548.619,449.389,38.71,3.988,1.039,0.393,0.796,0.179,6.911,3,2.484,3.6,-1.492
2499.115,52.035,0.387,9049.967,817.905,2504.848,447.652,39.076,4.116,0.968,0.4,0.796,0.734,5.766,6,2.833,3.8,-1.433
2479.762,31.743,0.39,8300.402,854.541,2501.57,473.42,39.01,4.114,1.086,0.391,0.858,0.17,6.886,8,2.318,3.6,-1.6
2059.25,30.966,0.379,8311.581,822.523,2691.329,448.597,38.714,4.161,1.032,0.412,0.831,0.103,9.778,6,0.949,2.4,-1.817
2495.764,29.441,0.352,8288.017,804.025,2867.937,449.318,39.262,3.899,0.996,0.416,0.796,0.177,9.637,2,1.072,2.4,-1.873
2499.162,59.662,0.39,8304.663,850.028,2501.566,472.986,38.71,4.116,0.975,0.417,0.801,0.989,5.719,6,2.256,3.8,-1.124
2365.176,28.527,0.389,8479.764,849.636,2627.494,449.276,38.991,4.163,1.092,0.397,0.831,0.124,7.64,8,2.035,3,-1.802
2498.657,59.662,0.39,8304.663,803.983,2500.398,447.389,38.71,4.116,0.973,0.417,0.801,0.989,5.746,4,2.787,3.8,-1.363
2499.099,49.205,0.388,8326.57,803.477,2500.763,447.739,39.006,4.115,0.971,0.412,0.796,0.64,6.102,4,2.377,3.8,-1.313
2488.823,53.552,0.382,8310.591,804.19,2500.406,447.374,38.713,3.893,0.948,0.393,0.797,0.785,6.089,4,2.568,3.6,-1.422
2415.895,30.791,0.389,8316.928,804.063,2509.623,447.41,38.734,3.877,1.04,0.412,0.796,0.163,7.416,4,1.884,3.4,-1.492
2354.002,31.102,0.387,8316.213,806.945,2690.032,447.389,38.71,4.069,1.04,0.411,0.796,0.11,8.116,3,1.69,3,-1.772
2499.099,48.457,0.388,8326.57,803.477,2500.763,449.344,39.005,4.115,0.971,0.412,0.796,0.615,6.581,4,2.314,3.6,-1.409
2354.002,31.102,0.387,8299.94,806.917,2681.28,447.389,38.71,4.178,1.04,0.393,0.796,0.11,7.92,4,1.737,3,-1.673
2466.6,31.424,0.39,8541.489,850.326,2506.048,473.112,39.01,4.124,1.017,0.395,0.832,0.165,7.108,8,2.189,3.6,-1.502
2462.658,48.417,0.388,8326.57,849.64,2506.06,448.622,39.088,3.876,1.017,0.395,0.796,0.614,6.141,6,2.494,3.8,-1.407
2466.6,30.197,0.39,8519.966,855.173,2506.947,473.112,39.01,4.115,1.086,0.412,0.832,0.164,7.237,8,1.971,3.6,-1.607
2307.611,31.341,0.382,7671.379,777.505,2766.75,430.763,38.007,4.113,0.946,0.378,0.736,0.091,8.436,9,1.609,2.8,-1.82
2489.479,30.255,0.388,7660.12,805.725,2502.941,409.943,39.939,4.012,0.966,0.411,0.733,0.174,6.797,6,2.613,3.6,-1.76
2498.084,31.405,0.35,7809.341,806.74,2505.819,410.101,39.981,4.106,0.953,0.411,0.742,0.178,7.74,5,2.008,3,-1.772
2280.759,31.382,0.347,8352.071,804.081,2766.556,415.142,39.993,4.114,0.974,0.406,0.733,0.084,9.895,4,1.066,2.4,-1.969
2280.759,29.867,0.347,8565.167,804.081,2766.556,415.142,39.993,4.114,0.974,0.411,0.736,0.08,9.875,5,1.003,2.4,-2
2371.282,31.405,0.347,8284.867,804.081,2766.556,415.142,39.994,4.114,0.974,0.406,0.733,0.119,9.696,4,1.098,2.4,-2.069
2280.939,29.867,0.369,8014.629,804.064,2766.556,415.065,40.967,4.114,0.974,0.424,0.736,0.08,9.538,7,1.087,2.6,-1.983
2485.611,31.405,0.39,7656.652,777.507,2507.067,410.742,40.012,4.113,0.946,0.411,0.736,0.172,6.933,8,2.456,3.6,-1.662
2411.356,31.405,0.388,7213.609,886.89,2587.594,409.843,40,4.126,0.946,0.414,0.725,0.137,7.441,9,2.166,3,-1.845
2280.939,29.867,0.369,8010.584,802.819,2766.556,415.057,40.967,4.114,0.946,0.424,0.736,0.08,9.398,8,1.176,2.6,-1.867
2281.03,31.282,0.369,8016.289,804.078,2766.741,413.37,40.015,4.113,0.955,0.412,0.743,0.081,9.316,6,1.182,2.6,-1.802
2485.611,31.405,0.39,7656.652,777.759,2507.067,410.214,40.012,4.113,0.949,0.412,0.733,0.172,6.963,7,2.36,3.6,-1.494
2295.868,31.405,0.346,7501.703,807.041,2707.882,410.777,40.117,3.992,0.955,0.379,0.733,0.097,9.257,5,1.308,2.4,-1.977
2436.028,31.436,0.349,7818.986,806.631,2577.218,409.807,39.981,4.106,0.954,0.412,0.742,0.149,8.221,5,1.665,2.8,-1.768
2281.03,31.281,0.369,8016.289,805.756,2782.998,413.307,40.015,4.113,0.955,0.412,0.743,0.082,8.837,6,1.511,2.6,-1.887
2445.808,31.421,0.39,7206.562,803.838,2594.533,409.821,40.013,4.012,0.958,0.386,0.733,0.154,7.301,6,2.264,3.4,-1.868
2448.599,31.405,0.388,7215.279,806.76,2513.832,402.882,39.981,4.125,0.956,0.413,0.716,0.162,7.077,7,2.474,3.4,-1.696
2412.129,31.406,0.389,7850.354,806.508,2585.37,410.101,40.015,4.018,0.95,0.412,0.719,0.138,7.427,6,2.079,3.2,-1.78
2300.765,31.426,0.388,8122.522,805.725,2612.361,409.985,39.939,4.017,0.956,0.406,0.735,0.129,8.041,6,1.605,3,-1.793
2283.6,31.382,0.39,8341.706,804.789,2678.027,415.231,40.023,3.979,1.017,0.396,0.733,0.114,8.393,5,1.467,3,-1.78
2307.209,31.342,0.369,7634.368,777.258,2768.419,413.293,40,4.113,0.95,0.412,0.743,0.088,8.645,7,1.641,2.6,-1.853
2479.628,31.405,0.347,7503.707,805.825,2503.224,410.777,39.034,3.992,0.955,0.411,0.733,0.17,7.862,5,1.736,2.8,-1.802
2325.092,31.411,0.382,7503.291,804.789,2693.346,409.743,40.023,3.981,0.971,0.37,0.735,0.102,8.172,6,1.667,2.8,-1.825
2325.449,31.405,0.385,7671.992,804.789,2699.422,430.639,38.026,3.979,1.017,0.396,0.735,0.1,8.542,7,1.347,2.8,-1.667
2282.392,31.382,0.388,7570.495,804.789,2693.346,409.743,40.022,3.979,1.017,0.396,0.786,0.109,8.771,5,1.173,2.6,-1.629
2325.092,31.405,0.388,7503.291,804.789,2693.346,409.743,40.023,3.979,1.017,0.396,0.715,0.109,8.077,6,1.861,3,-1.935
2445.98,31.442,0.389,7661.636,806.562,2502.941,409.824,40.014,4.012,0.966,0.411,0.719,0.166,7.283,6,2.032,3.4,-1.687
2299.358,31.414,0.348,8009.579,804.003,2768.104,415.093,39.939,4.107,0.973,0.412,0.736,0.085,9.652,5,0.96,2.6,-1.955
2300.765,31.424,0.388,8122.853,804.091,2605.831,409.985,40.017,4.017,0.955,0.412,0.735,0.131,7.934,6,1.708,3,-1.631
2493.332,29.732,0.389,10137.394,798.43,2500.19,450.892,39.511,4.114,0.994,0.423,0.8,0.222,6.752,4,2.652,3.6,-1.673
2480.738,28.706,0.385,7273.668,759.326,2503.422,507.852,39.529,3.881,0.938,0.434,0.808,0.17,-0.626,9,5.193,4,-1.64
2456.721,29.872,0.385,7140.323,799.534,2502.037,457.38,44.063,4.124,0.89,0.424,0.894,0.166,6.949,9,2.508,3.4,-1.74
2486.665,46.736,0.39,7886.447,797.756,2500.182,450.748,39.525,4.1,0.993,0.423,0.8,0.558,6.118,5,2.87,3.6,-1.562
2333.984,29.689,0.389,7368.488,838.547,2668.933,449.784,39.689,3.909,0.995,0.411,0.799,0.112,8.298,5,1.411,2.8,-1.587
2482.65,29.903,0.385,6890.76,887.897,2503.113,450.407,39.481,3.914,1.17,0.378,0.935,0.171,4.806,7,4.977,4.2,-1.582
2486.666,42.104,0.389,8017.214,783.413,2500.181,450.04,39.517,4.1,0.994,0.423,0.801,0.403,6.57,6,2.358,3.6,-1.534
2486.666,46.371,0.389,8017.214,783.07,2500.181,450.04,39.517,4.1,0.994,0.423,0.801,0.546,6.056,6,2.637,3.8,-1.415
2496.903,29.732,0.389,10152.254,793.858,2504.129,457.484,39.506,4.114,0.994,0.423,0.8,0.223,6.67,5,2.679,3.6,-1.656
2480.951,29.872,0.389,7259.578,747.482,2503.422,507.852,39.529,3.67,0.856,0.424,0.799,0.17,6.624,8,2.736,3.8,-1.636
2456.815,28.706,0.385,7279.015,759.326,2551.991,450.021,39.529,3.881,0.938,0.425,0.808,0.159,7.218,7,2.256,3.4,-1.787
2486.665,46.371,0.389,8017.214,797.342,2500.181,450.756,39.525,4.1,0.994,0.423,0.801,0.546,6.398,5,2.363,3.6,-1.465
2498.136,29.873,0.389,6694.827,747.479,2503.618,450.748,39.481,3.903,1.159,0.423,0.799,0.193,6.67,6,2.734,3.6,-1.671
2458.962,30.552,0.39,10016.13,793.858,2504.129,457.484,39.492,4.114,0.994,0.423,0.8,0.207,6.77,5,2.624,3.6,-1.736
2333.984,29.872,0.39,7565.089,793.752,2645.523,450.766,39.486,3.909,0.995,0.414,0.786,0.118,7.761,4,1.846,3,-1.79
2492.495,29.872,0.389,7118.403,797.775,2503.618,450.995,39.482,4.098,1.022,0.423,0.799,0.176,6.846,4,2.394,3.6,-1.472
2377.392,29.816,0.389,7740.587,793.752,2615.459,436.424,39.524,4.117,0.936,0.423,0.786,0.128,7.542,6,2.037,3,-1.825
2401.449,29.849,0.389,7572.11,793.7,2581.283,450.021,39.517,3.908,0.938,0.423,0.786,0.14,7.434,5,2.086,3.2,-1.849
2333.984,29.733,0.389,7565.089,793.766,2650.814,457.477,39.486,3.909,0.995,0.423,0.799,0.116,7.923,5,1.718,3,-1.709
2400.011,29.86,0.385,7295.461,793.917,2552.244,457.456,39.973,3.902,0.955,0.424,0.804,0.149,7.33,5,2.231,3.4,-1.807
2442.068,29.872,0.385,7130.916,798.427,2518.464,464.517,39.486,3.891,0.995,0.423,0.799,0.161,7.151,5,2.374,3.4,-1.86
2442.333,29.165,0.381,7131.301,793.182,2551.13,450.995,39.482,4.115,0.964,0.423,0.799,0.152,7.398,4,2.075,3.2,-1.68
2458.962,30.552,0.39,8017.005,793.956,2504.129,450.85,39.492,4.114,0.994,0.423,0.8,0.165,7.031,4,2.372,3.6,-1.649
2403.062,28.771,0.389,7252.129,793.752,2565.315,450.956,39.525,4.103,0.962,0.423,0.8,0.145,7.503,4,2.005,3.2,-1.66
2333.984,29.872,0.39,7565.089,793.752,2650.822,450.766,39.486,3.909,0.995,0.41,0.799,0.116,8.064,4,1.608,3,-1.616
2493.385,29.872,0.389,6850.775,797.775,2503.618,450.748,39.481,4.089,1.159,0.423,0.799,0.176,6.798,5,2.553,3.6,-1.718
2399.102,29.873,0.389,7571.926,793.7,2603.192,450.021,39.517,3.908,0.995,0.423,0.774,0.132,7.539,5,2.054,3.2,-1.797
2333.984,29.686,0.39,7891.171,797.966,2667.884,450.601,39.685,4.102,1.027,0.421,0.799,0.114,8.104,4,1.565,2.8,-1.609
2379.821,31.034,0.389,7797.538,885.172,2612.297,435.795,42.033,4.142,1.023,0.347,0.775,0.133,7.495,10,2.146,3.2,-1.847
2478.996,52.527,0.389,6939.143,800.508,2501.336,450.688,39.153,4.086,1.049,0.382,0.781,0.751,5.782,5,2.768,3.8,-1.415
2123.071,29.191,0.387,6943.006,800.467,2501.108,450.686,39.157,4.086,1.023,0.383,0.781,0.166,8.238,3,1.547,2.8,-1.698
2129.383,31.008,0.385,7497.809,800.394,2701.697,450.893,37.887,3.969,1.023,0.364,0.805,0.1,9.202,5,1.237,2.6,-1.875
2129.383,29.183,0.385,7497.809,800.467,2701.616,450.893,39.183,3.969,1.023,0.364,0.805,0.1,9.525,4,1.172,2.4,-1.778
